X,Y
37.454011884736246,95.07143064099162
73.1993941811405,59.86584841970366
15.601864044243651,15.599452033620265
5.8083612168199465,86.61761457749351
60.11150117432088,70.80725777960456
2.0584494295802447,96.99098521619943
83.24426408004217,21.233911067827616
18.182496720710063,18.34045098534338
30.42422429595377,52.475643163223786
43.194501864211574,29.122914019804192
61.18528947223795,13.949386065204184
29.214464853521815,36.63618432936917
45.606998421703594,78.51759613930136
19.967378215835975,51.42344384136116
59.24145688620425,4.645041271999773
60.75448519014384,17.052412368729154
6.505159298527952,94.88855372533332
96.56320330745594,80.83973481164611
30.46137691733707,9.767211400638388
68.42330265121569,44.01524937396013
12.203823484477883,49.51769101112702
3.4388521115218396,90.9320402078782
25.87799816000169,66.2522284353982
31.171107608941096,52.00680211778108
54.67102793432797,18.485445552552704
96.95846277645586,77.51328233611146
93.9498941564189,89.48273504276489
59.78999788110851,92.18742350231169
8.84925020519195,19.59828624191452
4.522728891053807,32.53303307632643
38.8677289689482,27.134903177389592
82.87375091519293,35.67533266935893
28.093450968738075,54.26960831582485
14.092422497476264,80.21969807540397
7.455064367977082,98.68869366005173
77.22447692966574,19.87156815341724
0.5522117123602399,81.54614284548342
70.68573438476172,72.90071680409874
77.12703466859458,7.4044651734090365
35.84657285442726,11.586905952512971
86.31034258755935,62.329812682755794
33.08980248526492,6.355835028602364
31.09823217156622,32.518332202674706
72.96061783380641,63.75574713552131
88.72127425763266,47.22149251619493
11.959424593830171,71.3244787222995
76.07850486168974,56.127719756949624
77.0967179954561,49.379559636439076
52.27328293819941,42.75410183585496
2.541912674409519,10.789142699330444
